club_id,club_name,club_name_ascii,league,country,city,stadium,wikipedia_url,wikidata_url,match_status,review_status,player_count,current_club_lat,current_club_lon,wikipedia_page_title,search_query_stadium,search_query_club,geonames_city_query,resolution_priority,wikipedia_lat,wikipedia_lon,wikipedia_source_url,overpass_lat,overpass_lon,overpass_source_url,geonames_lat,geonames_lon,geonames_source_url,recommended_lat,recommended_lon,recommended_source,recommended_source_url,recommended_coordinate_basis,conflict_distance_km,resolver_status,official_source_fallback_needed,manual_review_reason
c_al_bataeh_bbe9608c,Al Bataeh,Al Bataeh,UAE Pro League,United Arab Emirates,Al Bataeh,Al Bataeh Stadium,https://en.wikipedia.org/wiki/Al_Bataeh_Club,https://www.wikidata.org/wiki/Q43032630,candidate_no_coordinates,manual_club_metadata_reviewed_triage,2,,,Al Bataeh Club,"Al Bataeh Stadium, Al Bataeh, United Arab Emirates","Al Bataeh, Al Bataeh, United Arab Emirates","Al Bataeh, United Arab Emirates",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Al+Bataeh&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_hilal_67047244,Al Hilal,Al Hilal,Saudi Pro League,Saudi Arabia,Riyadh,Kingdom Arena,https://en.wikipedia.org/wiki/Al_Hilal_SFC,https://www.wikidata.org/wiki/Q73965,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,11,24.788206,46.839236,Al Hilal SFC,"Kingdom Arena, Riyadh, Saudi Arabia","Al Hilal, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Riyadh&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_ittihad_715274c9,Al Ittihad,Al Ittihad,Saudi Pro League,Saudi Arabia,Jeddah,King Abdullah Sports City Stadium,https://en.wikipedia.org/wiki/Al-Ittihad_Club_(Jeddah),https://www.wikidata.org/wiki/Q309480,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,4,21.762627,39.165096,Al-Ittihad Club (Jeddah),"King Abdullah Sports City Stadium, Jeddah, Saudi Arabia","Al Ittihad, Jeddah, Saudi Arabia","Jeddah, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22King+Abdullah+Sports+City+Stadium+Jeddah+Saudi+Arabia%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+Sports+City+Stadium+Jeddah+Saudi+Arabia%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+Sports+City+Stadium+Jeddah+Saudi+Arabia%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+Sports+City+Stadium+Jeddah+Saudi+Arabia%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Jeddah&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_qadsiah_2c418904,Al Qadsiah,Al Qadsiah,Saudi Pro League,Saudi Arabia,Khobar,Prince Saud bin Jalawi Sports City Stadium,https://en.wikipedia.org/wiki/Al_Qadsiah_FC,https://www.wikidata.org/wiki/Q286191,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,6,26.3699,50.2052,Al Qadsiah FC,"Prince Saud bin Jalawi Sports City Stadium, Khobar, Saudi Arabia","Al Qadsiah, Khobar, Saudi Arabia","Khobar, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Khobar&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Qatar Stars League,Qatar,Doha,Jassim Bin Hamad Stadium,https://en.wikipedia.org/wiki/Al_Sadd_SC,https://www.wikidata.org/wiki/Q283545,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,5,25.267358,51.484251,Al Sadd SC,"Jassim Bin Hamad Stadium, Doha, Qatar","Al Sadd, Doha, Qatar","Doha, Qatar",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Doha&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Saudi Pro League,Saudi Arabia,Riyadh,Al-Shabab Club Stadium,https://en.wikipedia.org/wiki/Al-Shabab_SC_(Seeb),https://www.wikidata.org/wiki/Q4703212,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,23.6189,58.2168,Al-Shabab SC (Seeb),"Al-Shabab Club Stadium, Riyadh, Saudi Arabia","Al Shabab Club, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Riyadh&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_ula_28613b64,Al Ula,Al Ula,Saudi First Division League,Saudi Arabia,Medina,Prince Mohammed bin Abdulaziz Stadium,https://en.wikipedia.org/wiki/Al-Ula_FC,https://www.wikidata.org/wiki/Q12247500,candidate_no_coordinates,manual_club_metadata_reviewed_triage,1,,,Al-Ula FC,"Prince Mohammed bin Abdulaziz Stadium, Medina, Saudi Arabia","Al Ula, Medina, Saudi Arabia","Medina, Saudi Arabia",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Medina&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_wahda_7ae987ab,Al Wahda FC,Al Wahda FC,UAE Pro League,Saudi Arabia,Abu Dhabi,Al Nahyan Stadium,https://en.wikipedia.org/wiki/Al_Wehda_FC,https://www.wikidata.org/wiki/Q812713,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,21.4855,39.9737,Al Wehda FC,"Al Nahyan Stadium, Abu Dhabi, Saudi Arabia","Al Wahda FC, Abu Dhabi, Saudi Arabia","Abu Dhabi, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Abu+Dhabi&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_faisaly_d08621cd,Al-Faisaly,Al-Faisaly,Jordanian Pro League,Jordan,Amman,Amman International Stadium,https://en.wikipedia.org/wiki/Al_Faisaly_FC,https://www.wikidata.org/wiki/Q2829334,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,3,25.886929,45.368021,Al Faisaly FC,"Amman International Stadium, Amman, Jordan","Al-Faisaly, Amman, Jordan","Amman, Jordan",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Amman&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_hussein_1fe1435d,Al-Hussein,Al-Hussein,Jordan Premier League,Jordan,Irbid,Al-Hassan Stadium,https://en.wikipedia.org/wiki/Al-Hussein_SC_(Irbid),https://www.wikidata.org/wiki/Q2829355,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,6,32.5375,35.860278,Al-Hussein SC (Irbid),"Al-Hassan Stadium, Irbid, Jordan","Al-Hussein, Irbid, Jordan","Irbid, Jordan",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Irbid&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_najma_9b74810f,Al-Najma SC (Saudi Arabia),Al-Najma SC (Saudi Arabia),Saudi First Division League,Saudi Arabia,Unaizah,Al-Najma Club Stadium,,,no_wikidata_candidates_found,manual_club_metadata_reviewed_triage,1,,,,"Al-Najma Club Stadium, Unaizah, Saudi Arabia","Al-Najma SC (Saudi Arabia), Unaizah, Saudi Arabia","Unaizah, Saudi Arabia",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Unaizah&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Saudi Pro League,Saudi Arabia,Riyadh,KSU Stadium,https://en.wikipedia.org/wiki/Al-Nassr_FC,https://www.wikidata.org/wiki/Q482764,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,10,24.72930556,46.62369444,Al-Nassr FC,"KSU Stadium, Riyadh, Saudi Arabia","Al-Nassr FC, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Riyadh&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Saudi Pro League,Saudi Arabia,Riyadh,Prince Turki bin Abdul Aziz Stadium,https://en.wikipedia.org/wiki/Al-Riyadh_SC,https://www.wikidata.org/wiki/Q2655899,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,24.647414,46.550372,Al-Riyadh SC,"Prince Turki bin Abdul Aziz Stadium, Riyadh, Saudi Arabia","Al-Riyadh, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Riyadh&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_sailiaya_6158b2fd,Al-Sailiaya,Al-Sailiaya,Qatar Stars League,Qatar,Doha,Hamad bin Khalifa Stadium,,,no_wikidata_candidates_found,manual_club_metadata_reviewed_triage,1,,,,"Hamad bin Khalifa Stadium, Doha, Qatar","Al-Sailiaya, Doha, Qatar","Doha, Qatar",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Doha&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Qatar Stars League 2,Qatar,Madinat ash Shamal,Al-Shamal SC Stadium,https://en.wikipedia.org/wiki/Al-Shamal_SC,https://www.wikidata.org/wiki/Q812760,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,26.118028,51.221028,Al-Shamal SC,"Al-Shamal SC Stadium, Madinat ash Shamal, Qatar","Al-Shamal SC, Madinat ash Shamal, Qatar","Madinat ash Shamal, Qatar",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Madinat+ash+Shamal&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_shorta_03f6bef7,Al-Shorta SC,Al-Shorta SC,Syrian Premier League,Syria,Damascus,Abbasiyyin Stadium,https://en.wikipedia.org/wiki/Al-Shorta_SC_(Syria),https://www.wikidata.org/wiki/Q286289,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,5,33.52286,36.32004,Al-Shorta SC (Syria),"Abbasiyyin Stadium, Damascus, Syria","Al-Shorta SC, Damascus, Syria","Damascus, Syria",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Damascus&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_al_wehdat_2cc29034,Al-Wehdat SC,Al-Wehdat SC,Jordan Premier League,Jordan,Amman,King Abdullah II Stadium,https://en.wikipedia.org/wiki/Al-Wehdat_SC,https://www.wikidata.org/wiki/Q285649,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,31.92749977,35.95305634,Al-Wehdat SC,"King Abdullah II Stadium, Amman, Jordan","Al-Wehdat SC, Amman, Jordan","Amman, Jordan",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22King+Abdullah+II+Stadium+Amman+Jordan%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+II+Stadium+Amman+Jordan%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+II+Stadium+Amman+Jordan%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22King+Abdullah+II+Stadium+Amman+Jordan%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Amman&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
