squad_entry_id,tournament,team,team_code,player_id,display_name_at_source,position_group,shirt_number,squad_status,is_replacement,replaced_player_id,replacement_reason,official_roster_source_url,verified_at,original_player_id,player_id_repair_note
se_wc2026_rsa_319af203,fifa_world_cup_2026,South Africa,RSA,p_rsa_jayden_adams_661cd5d8,Jayden Adams,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_jayden_adams_661cd5d8,
se_wc2026_rsa_9aeacab5,fifa_world_cup_2026,South Africa,RSA,p_rsa_oswin_appollis_c5b541fb,Oswin Appollis,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_oswin_appollis_c5b541fb,
se_wc2026_rsa_c1571f80,fifa_world_cup_2026,South Africa,RSA,p_rsa_iqraam_rayners_4b1217ec,Iqraam Rayners,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_iqraam_rayners_4b1217ec,
se_wc2026_rsa_107dd528,fifa_world_cup_2026,South Africa,RSA,p_rsa_tshepang_moremi_49d28f3d,Tshepang Moremi,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_tshepang_moremi_49d28f3d,
se_wc2026_rsa_3a1ad42c,fifa_world_cup_2026,South Africa,RSA,p_rsa_relebohile_mofokeng_c09aabfb,Relebohile Mofokeng,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_relebohile_mofokeng_c09aabfb,
se_wc2026_rsa_b2f7b373,fifa_world_cup_2026,South Africa,RSA,p_rsa_evidence_makgopa_dcf422d1,Evidence Makgopa,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_evidence_makgopa_dcf422d1,
se_wc2026_rsa_9514cb90,fifa_world_cup_2026,South Africa,RSA,p_rsa_themba_zwane_7ea3fe91,Themba Zwane,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_themba_zwane_7ea3fe91,
se_wc2026_rsa_288a7738,fifa_world_cup_2026,South Africa,RSA,p_rsa_lyle_foster_d7794c0a,Lyle Foster,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_lyle_foster_d7794c0a,
se_wc2026_rsa_12627163,fifa_world_cup_2026,South Africa,RSA,p_rsa_thapelo_maseko_340901ba,Thapelo Maseko,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_thapelo_maseko_340901ba,
se_wc2026_kor_19b2c3d4,fifa_world_cup_2026,South Korea,KOR,p_kor_jo_hyun_woo_0fadb509,Jo Hyun-Woo,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_jo_hyun_woo_0fadb509,
se_wc2026_kor_efea20a3,fifa_world_cup_2026,South Korea,KOR,p_kor_kim_seung_gyu_3b561c51,Kim Seung-Gyu,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_kim_seung_gyu_3b561c51,
se_wc2026_kor_f0f06a24,fifa_world_cup_2026,South Korea,KOR,p_kor_song_bum_keun_9a9b50d2,Song Bum-Keun,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_song_bum_keun_9a9b50d2,
se_wc2026_kor_ec9e7860,fifa_world_cup_2026,South Korea,KOR,p_kor_kim_min_jae_309bd5fe,Kim Min-Jae,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_kim_min_jae_309bd5fe,
se_wc2026_kor_ce483b9e,fifa_world_cup_2026,South Korea,KOR,p_kor_jo_yu_min_79e957da,Jo Yu-Min,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_jo_yu_min_79e957da,
se_wc2026_kor_a5bb999f,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_han_beom_356f075d,Lee Han-Beom,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_han_beom_356f075d,
se_wc2026_kor_e1465549,fifa_world_cup_2026,South Korea,KOR,p_kor_kim_tae_hyun_ebe70829,Kim Tae-Hyun,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_kim_tae_hyun_ebe70829,
se_wc2026_kor_ef1e34df,fifa_world_cup_2026,South Korea,KOR,p_kor_park_jin_seop_865948aa,Park Jin-Seop,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_park_jin_seop_865948aa,
se_wc2026_kor_07edf69d,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_ki_hyeok_ee739183,Lee Ki-Hyeok,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_ki_hyeok_ee739183,
se_wc2026_kor_94a86111,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_tae_seok_702171f1,Lee Tae-Seok,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_tae_seok_702171f1,
se_wc2026_kor_aeb31891,fifa_world_cup_2026,South Korea,KOR,p_kor_seol_young_woo_0e0c9a40,Seol Young-Woo,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_seol_young_woo_0e0c9a40,
se_wc2026_kor_afd07d54,fifa_world_cup_2026,South Korea,KOR,p_kor_jens_castrop_cabd9e74,Jens Castrop,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_jens_castrop_cabd9e74,
se_wc2026_kor_8b42631d,fifa_world_cup_2026,South Korea,KOR,p_kor_kim_moon_hwan_5dba97b0,Kim Moon-Hwan,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_kim_moon_hwan_5dba97b0,
se_wc2026_kor_44852925,fifa_world_cup_2026,South Korea,KOR,p_kor_yang_hyun_jun_153f1578,Yang Hyun-Jun,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_yang_hyun_jun_153f1578,
se_wc2026_kor_b266de93,fifa_world_cup_2026,South Korea,KOR,p_kor_paik_seung_ho_49bd0363,Paik Seung-Ho,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_paik_seung_ho_49bd0363,
se_wc2026_kor_22d5d54d,fifa_world_cup_2026,South Korea,KOR,p_kor_hwang_in_beom_3d141c5e,Hwang In-Beom,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_hwang_in_beom_3d141c5e,
se_wc2026_kor_4c337e7c,fifa_world_cup_2026,South Korea,KOR,p_kor_kim_jin_kyu_31f94043,Kim Jin-Kyu,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_kim_jin_kyu_31f94043,
se_wc2026_kor_b925b454,fifa_world_cup_2026,South Korea,KOR,p_kor_bae_jun_ho_34d1ebbc,Bae Jun-Ho,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_bae_jun_ho_34d1ebbc,
se_wc2026_kor_234c707b,fifa_world_cup_2026,South Korea,KOR,p_kor_um_ji_sung_1aee215f,Um Ji-Sung,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_um_ji_sung_1aee215f,
se_wc2026_kor_037e276d,fifa_world_cup_2026,South Korea,KOR,p_kor_hwang_hee_chan_fd18ecac,Hwang Hee-Chan,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_hwang_hee_chan_fd18ecac,
se_wc2026_kor_825e9e06,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_dong_gyeong_4e703d31,Lee Dong-Gyeong,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_dong_gyeong_4e703d31,
se_wc2026_kor_2881e348,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_jae_sung_18631f11,Lee Jae-Sung,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_jae_sung_18631f11,
se_wc2026_kor_612b6833,fifa_world_cup_2026,South Korea,KOR,p_kor_lee_kang_in_25b99eea,Lee Kang-In,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_lee_kang_in_25b99eea,
se_wc2026_kor_e609f432,fifa_world_cup_2026,South Korea,KOR,p_kor_oh_hyun_kyu_0ff51d6a,Oh Hyun-Kyu,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_oh_hyun_kyu_0ff51d6a,
se_wc2026_kor_c06d1664,fifa_world_cup_2026,South Korea,KOR,p_kor_son_heung_min_5f26a150,Son Heung-Min,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_son_heung_min_5f26a150,
se_wc2026_kor_8195b2bf,fifa_world_cup_2026,South Korea,KOR,p_kor_cho_kyu_sung_4b336066,Cho Kyu-Sung,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_kor_cho_kyu_sung_4b336066,
se_wc2026_cze_1355ae46,fifa_world_cup_2026,Czechia,CZE,p_cze_lukas_hornicek_e3ff19bb,Lukas Hornicek,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_cze_lukas_hornicek_e3ff19bb,
se_wc2026_cze_7ae3a5ae,fifa_world_cup_2026,Czechia,CZE,p_cze_jan_koutny_c8b1005a,Jan Koutny,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_cze_jan_koutny_c8b1005a,
se_wc2026_cze_6dfaaf92,fifa_world_cup_2026,Czechia,CZE,p_cze_jindrich_stanek_419fcbc9,Jindrich Stanek,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_cze_jindrich_stanek_419fcbc9,
