raw_club_id,raw_club_name,raw_club_name_ascii,canonical_club_id,canonical_club_name,alias_rule,merge_confidence,player_count_for_raw_club_id,teams_using_raw_club_id,normalization_notes
c_violette_080fcd22,Violette,Violette,c_violette_080fcd22,Violette,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_vitoria_guimaraes_bdab72bf,Vitoria Guimaraes,Vitoria Guimaraes,c_vitoria_guimaraes_bdab72bf,Vitoria Guimaraes,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_vizela_63e8bfe2,Vizela,Vizela,c_vizela_63e8bfe2,Vizela,unchanged,not_applicable,2,Haiti:2,No normalization merge applied.
c_volendam_44039ff3,Volendam,Volendam,c_volendam_44039ff3,Volendam,unchanged,not_applicable,2,Curacao:2,No normalization merge applied.
c_vvv_venlo_83a25ec0,VVV Venlo,VVV Venlo,c_vvv_venlo_83a25ec0,VVV Venlo,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_watford_149fe9eb,Watford,Watford,c_watford_149fe9eb,Watford,unchanged,not_applicable,3,Australia:1; Norway:1; Congo DR:1,No normalization merge applied.
c_wellington_phoenix_dcacb02d,Wellington Phoenix,Wellington Phoenix,c_wellington_phoenix_dcacb02d,Wellington Phoenix,unchanged,not_applicable,3,New Zealand:3,No normalization merge applied.
c_werder_bremen_a11ab9ed,Werder Bremen,Werder Bremen,c_werder_bremen_a11ab9ed,Werder Bremen,unchanged,not_applicable,3,Austria:2; Japan:1,No normalization merge applied.
c_west_ham_88fd71ee,West Ham,West Ham,c_west_ham_united_0b178664,West Ham United,auto_merge_curated_alias,high,2,Czechia:1; Netherlands:1,Collapsed source variant to canonical club 'West Ham United'.
c_west_ham_united_0b178664,West Ham United,West Ham United,c_west_ham_united_0b178664,West Ham United,auto_merge_curated_alias,high,2,Senegal:1; Congo DR:1,Collapsed source variant to canonical club 'West Ham United'.
c_western_sydney_wanderers_ad68f75f,Western Sydney Wanderers,Western Sydney Wanderers,c_western_sydney_wanderers_ad68f75f,Western Sydney Wanderers,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_widzew_odz_934a5145,Widzew Łódź,Widzew odz,c_widzew_odz_934a5145,Widzew Łódź,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_wolfsberger_ac_ca70d247,Wolfsberger AC,Wolfsberger AC,c_wolfsberger_ac_ca70d247,Wolfsberger AC,unchanged,not_applicable,1,Austria:1,No normalization merge applied.
c_wolfsburg_3d0f829f,Wolfsburg,Wolfsburg,c_vfl_wolfsburg_6bff9162,VfL Wolfsburg,auto_merge_curated_alias,high,2,Sweden:1; Austria:1,Collapsed source variant to canonical club 'VfL Wolfsburg'.
c_wolverhampton_cf275480,Wolverhampton,Wolverhampton,c_wolverhampton_wanderers_1e3d8f9f,Wolverhampton Wanderers,auto_merge_curated_alias,high,1,South Korea:1,Collapsed source variant to canonical club 'Wolverhampton Wanderers'.
c_wolverhampton_wanderers_1e3d8f9f,Wolverhampton Wanderers,Wolverhampton Wanderers,c_wolverhampton_wanderers_1e3d8f9f,Wolverhampton Wanderers,auto_merge_curated_alias,high,5,Czechia:1; Haiti:1; Uruguay:1; Norway:1; Portugal:1,Collapsed source variant to canonical club 'Wolverhampton Wanderers'.
c_wrexham_5a7883b4,Wrexham,Wrexham,c_wrexham_5a7883b4,Wrexham,unchanged,not_applicable,2,Scotland:1; New Zealand:1,No normalization merge applied.
c_young_boys_d33c77d6,Young Boys,Young Boys,c_young_boys_d33c77d6,Young Boys,unchanged,not_applicable,6,Switzerland:2; Bosnia-Herzegovina:1; Haiti:1; Tunisia:1; Algeria:1,No normalization merge applied.
c_zamalek_b40573d7,Zamalek,Zamalek,c_zamalek_b40573d7,Zamalek,unchanged,not_applicable,4,Egypt:4,No normalization merge applied.
c_zed_2700337e,Zed,Zed,c_zed_2700337e,Zed,unchanged,not_applicable,1,Egypt:1,No normalization merge applied.
c_zenit_st_petersburg_0976e8e0,Zenit St. Petersburg,Zenit St. Petersburg,c_zenit_st_petersburg_0976e8e0,Zenit St. Petersburg,unchanged,not_applicable,2,Brazil:2,No normalization merge applied.
c_zhejiang_fc_d944dab0,Zhejiang FC,Zhejiang FC,c_zhejiang_fc_d944dab0,Zhejiang FC,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.
c_zulte_waregem_051e6315,Zulte Waregem,Zulte Waregem,c_zulte_waregem_051e6315,Zulte Waregem,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_zurich_d276e926,Zurich,Zurich,c_zurich_d276e926,Zurich,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
