city_key,country,city,preferred_city_query,review_status,review_priority,source_row_count,club_names,stadiums,primary_stadium_context_query,primary_club_context_query,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,existing_coordinate_source_urls,data_quality_flags,review_notes
czech-republic__plzen__3943a1f6,Czech Republic,Plzeň,"Plzeň, Czech Republic",ready_for_geocoding_with_local_hints,medium,1,FC Viktoria Plzeň,Doosan Arena,"Doosan Arena, Plzeň, Czech Republic","FC Viktoria Plzeň, Plzeň, Czech Republic",1,49.75000000,13.38555600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2116283,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__aarhus__55d77285,Denmark,Aarhus,"Aarhus, Denmark",ready_for_geocoding_with_local_hints,medium,1,Aarhus Gymnastikforening,Vejlby Stadium,"Vejlby Stadium, Aarhus, Denmark","Aarhus Gymnastikforening, Aarhus, Denmark",1,56.13194400,10.19638900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1961383,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__brndbyvester__96f1e139,Denmark,Brøndbyvester,"Brøndbyvester, Denmark",ready_for_geocoding_with_local_hints,medium,1,Brøndby IF,Brøndby Stadium,"Brøndby Stadium, Brøndbyvester, Denmark","Brøndby IF, Brøndbyvester, Denmark",1,55.64885300,12.41835800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q995867,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__herning__3dfaa460,Denmark,Herning,"Herning, Denmark",ready_for_geocoding_with_local_hints,medium,1,FC Midtjylland,MCH Arena,"MCH Arena, Herning, Denmark","FC Midtjylland, Herning, Denmark",1,56.11666667,8.95166667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1557426,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__randers__4bf26efc,Denmark,Randers,"Randers, Denmark",ready_for_geocoding_with_local_hints,medium,1,Randers FC,Randers Stadium,"Randers Stadium, Randers, Denmark","Randers FC, Randers, Denmark",1,56.46583333,10.01027778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q784770,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__silkeborg-municipality__9882081b,Denmark,Silkeborg Municipality,"Silkeborg Municipality, Denmark",ready_for_geocoding_with_local_hints,medium,1,Silkeborg IF,JYSK Park,"JYSK Park, Silkeborg Municipality, Denmark","Silkeborg IF, Silkeborg Municipality, Denmark",1,56.18420000,9.57510000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q29569113,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ecuador__amaguana__307d3913,Ecuador,Amaguaña,"Amaguaña, Ecuador",ready_for_geocoding_with_local_hints,medium,1,Independiente del Valle,Estadio Banco Guayaquil,"Estadio Banco Guayaquil, Amaguaña, Ecuador","Independiente del Valle, Amaguaña, Ecuador",1,-0.32916700,-78.44500000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5400480,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ecuador__cotocollao__051ca9e3,Ecuador,Cotocollao,"Cotocollao, Ecuador",ready_for_geocoding_with_local_hints,medium,1,LDU Quito,Estadio Rodrigo Paz Delgado,"Estadio Rodrigo Paz Delgado, Cotocollao, Ecuador","LDU Quito, Cotocollao, Ecuador",1,-0.10769400,-78.48908300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369320,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ecuador__quito__edf6a0c2,Ecuador,Quito,"Quito, Ecuador",ready_for_geocoding_with_local_hints,medium,1,Universidad Católica,Estadio Olímpico Atahualpa,"Estadio Olímpico Atahualpa, Quito, Ecuador","Universidad Católica, Quito, Ecuador",1,-0.17752800,-78.47658300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2020768,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
egypt__el-gouna__32d8fd92,Egypt,El Gouna,"El Gouna, Egypt",ready_for_geocoding_with_local_hints,medium,1,El Gouna,Khaled Bichara Stadium,"Khaled Bichara Stadium, El Gouna, Egypt","El Gouna, El Gouna, Egypt",1,27.36000000,33.66000000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3495950,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
egypt__nasr-city__aebef93d,Egypt,Nasr City,"Nasr City, Egypt",ready_for_geocoding_with_local_hints,medium,1,ZED FC,Cairo International Stadium,"Cairo International Stadium, Nasr City, Egypt","ZED FC, Nasr City, Egypt",1,30.06911100,31.31233300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q158985,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__barnsley__85b72811,England,Barnsley,"Barnsley, England",ready_for_geocoding_with_local_hints,medium,1,Barnsley F.C.,Oakwell,"Oakwell, Barnsley, England","Barnsley F.C., Barnsley, England",1,53.55222200,-1.46750000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1138270,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__bournemouth__76f7ee7d,England,Bournemouth,"Bournemouth, England",ready_for_geocoding_with_local_hints,medium,1,AFC Bournemouth,Dean Court,"Dean Court, Bournemouth, England","AFC Bournemouth, Bournemouth, England",1,50.73527800,-1.83833300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q619094,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__braintree__fdb14e94,England,Braintree,"Braintree, England",ready_for_geocoding_with_local_hints,medium,1,Braintree Town F.C.,Cressing Road,"Cressing Road, Braintree, England","Braintree Town F.C., Braintree, England",1,51.87532200,0.57295600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3697082,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__brentford__f263879f,England,Brentford,"Brentford, England",ready_for_geocoding_with_local_hints,medium,1,Brentford F.C.,Brentford Community Stadium,"Brentford Community Stadium, Brentford, England","Brentford F.C., Brentford, England",1,51.48816700,-0.30263900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1546623,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__brighton-and-hove__107da4ae,England,Brighton and Hove,"Brighton and Hove, England",ready_for_geocoding_with_local_hints,medium,1,Brighton & Hove Albion F.C.,Falmer Stadium,"Falmer Stadium, Brighton and Hove, England","Brighton & Hove Albion F.C., Brighton and Hove, England",1,50.86182222,-0.08327778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q619409,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__burnley__36c6a3b9,England,Burnley,"Burnley, England",ready_for_geocoding_with_local_hints,medium,1,Burnley F.C.,Turf Moor,"Turf Moor, Burnley, England","Burnley F.C., Burnley, England",1,53.78906400,-2.23022500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q683112,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__burslem__bc192382,England,Burslem,"Burslem, England",ready_for_geocoding_with_local_hints,medium,1,Port Vale F.C.,Vale Park,"Vale Park, Burslem, England","Port Vale F.C., Burslem, England",1,53.04972200,-2.19250000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1724993,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__coventry__23aace2f,England,Coventry,"Coventry, England",ready_for_geocoding_with_local_hints,medium,1,Coventry City F.C.,Coventry Building Society Arena,"Coventry Building Society Arena, Coventry, England","Coventry City F.C., Coventry, England",1,52.44805600,-1.49555600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q842077,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__derby__1821f949,England,Derby,"Derby, England",ready_for_geocoding_with_local_hints,medium,1,Derby County F.C.,Pride Park Stadium,"Pride Park Stadium, Derby, England","Derby County F.C., Derby, England",1,52.91500000,-1.44722222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q201612,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__ipswich__23aff0ad,England,Ipswich,"Ipswich, England",ready_for_geocoding_with_local_hints,medium,1,Ipswich Town F.C.,Portman Road,"Portman Road, Ipswich, England","Ipswich Town F.C., Ipswich, England",1,52.05500000,1.14527778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q619558,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__kingston-upon-hull__34358bcc,England,Kingston upon Hull,"Kingston upon Hull, England",ready_for_geocoding_with_local_hints,medium,1,Hull City A.F.C.,MKM Stadium,"MKM Stadium, Kingston upon Hull, England","Hull City A.F.C., Kingston upon Hull, England",1,53.74611111,-0.36777778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q630160,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__leeds__a83f84e7,England,Leeds,"Leeds, England",ready_for_geocoding_with_local_hints,medium,1,Leeds United F.C.,Elland Road,"Elland Road, Leeds, England","Leeds United F.C., Leeds, England",1,53.77777778,-1.57222222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q619505,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__leicester__c6ad24c1,England,Leicester,"Leicester, England",ready_for_geocoding_with_local_hints,medium,1,Leicester City F.C.,King Power Stadium,"King Power Stadium, Leicester, England","Leicester City F.C., Leicester, England",1,52.62027778,-1.14222222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q620031,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__manchester__293f4384,England,Manchester,"Manchester, England",ready_for_geocoding_with_local_hints,medium,1,Manchester City F.C.,City of Manchester Stadium,"City of Manchester Stadium, Manchester, England","Manchester City F.C., Manchester, England",1,53.48305556,-2.20027778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q48159,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__middlesbrough__8e6060ad,England,Middlesbrough,"Middlesbrough, England",ready_for_geocoding_with_local_hints,medium,1,Middlesbrough F.C.,Riverside Stadium,"Riverside Stadium, Middlesbrough, England","Middlesbrough F.C., Middlesbrough, England",1,54.57833333,-1.21694444,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q822886,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__newcastle-upon-tyne__d587de55,England,Newcastle upon Tyne,"Newcastle upon Tyne, England",ready_for_geocoding_with_local_hints,medium,1,Newcastle United F.C.,St James' Park,"St James' Park, Newcastle upon Tyne, England","Newcastle United F.C., Newcastle upon Tyne, England",1,54.97555556,-1.62166667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q191774,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__norwich__bc2bfc9f,England,Norwich,"Norwich, England",ready_for_geocoding_with_local_hints,medium,1,Norwich City F.C.,Carrow Road,"Carrow Road, Norwich, England","Norwich City F.C., Norwich, England",1,52.62222222,1.30916667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q123017,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__peterborough__0357146e,England,Peterborough,"Peterborough, England",ready_for_geocoding_with_local_hints,medium,1,Peterborough United F.C.,London Road Stadium,"London Road Stadium, Peterborough, England","Peterborough United F.C., Peterborough, England",1,52.56469400,-0.24038900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1156350,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__portsmouth__e80da507,England,Portsmouth,"Portsmouth, England",ready_for_geocoding_with_local_hints,medium,1,Portsmouth F.C.,Fratton Park,"Fratton Park, Portsmouth, England","Portsmouth F.C., Portsmouth, England",1,50.79638889,-1.06388889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q619531,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__rotherham__7bd7cac3,England,Rotherham,"Rotherham, England",ready_for_geocoding_with_local_hints,medium,1,Rotherham United F.C.,New York Stadium,"New York Stadium, Rotherham, England","Rotherham United F.C., Rotherham, England",1,53.42790000,-1.36200000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1983118,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__sheffield__db008f15,England,Sheffield,"Sheffield, England",ready_for_geocoding_with_local_hints,medium,1,Sheffield United F.C.,Bramall Lane,"Bramall Lane, Sheffield, England","Sheffield United F.C., Sheffield, England",1,53.37027778,-1.47083333,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q897533,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__southampton__af729258,England,Southampton,"Southampton, England",ready_for_geocoding_with_local_hints,medium,1,Southampton,St Mary's Stadium,"St Mary's Stadium, Southampton, England","Southampton, Southampton, England",1,50.90583333,-1.39111111,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q567339,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__stoke-on-trent__453bb6ed,England,Stoke-on-Trent,"Stoke-on-Trent, England",ready_for_geocoding_with_local_hints,medium,1,Stoke City F.C.,Bet365 Stadium,"Bet365 Stadium, Stoke-on-Trent, England","Stoke City F.C., Stoke-on-Trent, England",1,52.98833333,-2.17555555,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q500922,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__sunderland__7797bc43,England,Sunderland,"Sunderland, England",ready_for_geocoding_with_local_hints,medium,1,Sunderland A.F.C.,Stadium of Light,"Stadium of Light, Sunderland, England","Sunderland A.F.C., Sunderland, England",1,54.91442907,-1.38817297,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q31969,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__tottenham__99aa8ba5,England,Tottenham,"Tottenham, England",ready_for_geocoding_with_local_hints,medium,1,Tottenham Hotspur F.C.,Tottenham Hotspur Stadium,"Tottenham Hotspur Stadium, Tottenham, England","Tottenham Hotspur F.C., Tottenham, England",1,51.60444444,-0.06638889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q55074091,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__trafford__3ccf89e7,England,Trafford,"Trafford, England",ready_for_geocoding_with_local_hints,medium,1,Manchester United F.C.,Old Trafford,"Old Trafford, Trafford, England","Manchester United F.C., Trafford, England",1,53.46305556,-2.29138889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q83457,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__watford__1b7cc8e9,England,Watford,"Watford, England",ready_for_geocoding_with_local_hints,medium,1,Watford F.C.,Vicarage Road,"Vicarage Road, Watford, England","Watford F.C., Watford, England",1,51.64992800,-0.40160600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q10626,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__west-bridgford__ed802bc0,England,West Bridgford,"West Bridgford, England",ready_for_geocoding_with_local_hints,medium,1,Nottingham Forest F.C.,City Ground,"City Ground, West Bridgford, England","Nottingham Forest F.C., West Bridgford, England",1,52.94000000,-1.13277800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q593446,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__wolverhampton__3b8a5bf6,England,Wolverhampton,"Wolverhampton, England",ready_for_geocoding_with_local_hints,medium,1,Wolverhampton Wanderers F.C.,Molineux Stadium,"Molineux Stadium, Wolverhampton, England","Wolverhampton Wanderers F.C., Wolverhampton, England",1,52.59027778,-2.13027778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q380823,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
finland__seinajoki__967ac85f,Finland,Seinäjoki,"Seinäjoki, Finland",ready_for_geocoding_with_local_hints,medium,1,Seinäjoen Jalkapallokerho,OmaSP Stadion,"OmaSP Stadion, Seinäjoki, Finland","Seinäjoen Jalkapallokerho, Seinäjoki, Finland",1,62.77846944,22.81558889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q21140589,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__angers__31a56b8f,France,Angers,"Angers, France",ready_for_geocoding_with_local_hints,medium,1,Angers,Stade Raymond Kopa,"Stade Raymond Kopa, Angers, France","Angers, Angers, France",1,47.45905000,-0.53163000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q387213,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__auxerre__9554581e,France,Auxerre,"Auxerre, France",ready_for_geocoding_with_local_hints,medium,1,AJ Auxerre,Stade de l'Abbé-Deschamps,"Stade de l'Abbé-Deschamps, Auxerre, France","AJ Auxerre, Auxerre, France",1,47.78672000,3.58871000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1347183,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__decines-charpieu__ecfab9d1,France,Décines-Charpieu,"Décines-Charpieu, France",ready_for_geocoding_with_local_hints,medium,1,Olympique Lyonnais,Parc Olympique Lyonnais,"Parc Olympique Lyonnais, Décines-Charpieu, France","Olympique Lyonnais, Décines-Charpieu, France",1,45.76522400,4.98213100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q8507,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__furiani__e82bdae1,France,Furiani,"Furiani, France",ready_for_geocoding_with_local_hints,medium,1,Bastia,Stade Armand Cesari,"Stade Armand Cesari, Furiani, France","Bastia, Furiani, France",1,42.65196000,9.44303000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1434942,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__le-havre__39e45fdb,France,Le Havre,"Le Havre, France",ready_for_geocoding_with_local_hints,medium,1,Le Havre AC,Stade Océane,"Stade Océane, Le Havre, France","Le Havre AC, Le Havre, France",1,49.49880000,0.16970000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q219462,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__lens__63c3067a,France,Lens,"Lens, France",ready_for_geocoding_with_local_hints,medium,1,Lens,Stade Bollaert-Delelis,"Stade Bollaert-Delelis, Lens, France","Lens, Lens, France",1,50.43290000,2.81491000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q854122,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__marseille__e51eaf2c,France,Marseille,"Marseille, France",ready_for_geocoding_with_local_hints,medium,1,Marseille,Stade Vélodrome,"Stade Vélodrome, Marseille, France","Marseille, Marseille, France",1,43.26924100,5.39490700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q202150,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__montbeliard__cfb3d0a7,France,Montbéliard,"Montbéliard, France",ready_for_geocoding_with_local_hints,medium,1,FC Sochaux-Montbéliard,Stade Auguste Bonal,"Stade Auguste Bonal, Montbéliard, France","FC Sochaux-Montbéliard, Montbéliard, France",1,47.51238000,6.81116000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1341629,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__montpellier__2516f162,France,Montpellier,"Montpellier, France",ready_for_geocoding_with_local_hints,medium,1,Montpellier,Stade de la Mosson,"Stade de la Mosson, Montpellier, France","Montpellier, Montpellier, France",1,43.62061000,3.81279000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q815833,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__reims__ac4183a9,France,Reims,"Reims, France",ready_for_geocoding_with_local_hints,medium,1,Stade de Reims,Stade Auguste-Delaune,"Stade Auguste-Delaune, Reims, France","Stade de Reims, Reims, France",1,49.24716000,4.02478000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q530735,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__saint-etienne__09d74f63,France,Saint-Étienne,"Saint-Étienne, France",ready_for_geocoding_with_local_hints,medium,1,AS Saint-Étienne,Stade Geoffroy-Guichard,"Stade Geoffroy-Guichard, Saint-Étienne, France","AS Saint-Étienne, Saint-Étienne, France",1,45.46074900,4.39017100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q861000,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__strasbourg__8493bc75,France,Strasbourg,"Strasbourg, France",ready_for_geocoding_with_local_hints,medium,1,Strasbourg,Stade de la Meinau,"Stade de la Meinau, Strasbourg, France","Strasbourg, Strasbourg, France",1,48.55942000,7.75738000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q374883,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__toulouse__187614b9,France,Toulouse,"Toulouse, France",ready_for_geocoding_with_local_hints,medium,1,Toulouse FC,Stadium de Toulouse,"Stadium de Toulouse, Toulouse, France","Toulouse FC, Toulouse, France",1,43.58329600,1.43405500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q738044,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__villeneuve-d-ascq__92b50db3,France,Villeneuve-d'Ascq,"Villeneuve-d'Ascq, France",ready_for_geocoding_with_local_hints,medium,1,Lille,Pierre Mauroy Stadium,"Pierre Mauroy Stadium, Villeneuve-d'Ascq, France","Lille, Villeneuve-d'Ascq, France",1,50.61196200,3.13063100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1410402,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__augsburg__de47f247,Germany,Augsburg,"Augsburg, Germany",ready_for_geocoding_with_local_hints,medium,1,FC Augsburg,WWK Arena,"WWK Arena, Augsburg, Germany","FC Augsburg, Augsburg, Germany",1,48.32332050,10.88592610,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q167418,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__braunschweig__ebe0a605,Germany,Braunschweig,"Braunschweig, Germany",ready_for_geocoding_with_local_hints,medium,1,Eintracht Braunschweig,Eintracht-Stadion,"Eintracht-Stadion, Braunschweig, Germany","Eintracht Braunschweig, Braunschweig, Germany",1,52.29000000,10.52138900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q662597,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__bremen__86ba8474,Germany,Bremen,"Bremen, Germany",ready_for_geocoding_with_local_hints,medium,1,SV Werder Bremen,Weserstadion,"Weserstadion, Bremen, Germany","SV Werder Bremen, Bremen, Germany",1,53.06638900,8.83750000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q154475,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__dortmund__6536b234,Germany,Dortmund,"Dortmund, Germany",ready_for_geocoding_with_local_hints,medium,1,Borussia Dortmund,Westfalenstadion,"Westfalenstadion, Dortmund, Germany","Borussia Dortmund, Dortmund, Germany",1,51.49250000,7.45166700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q150928,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__dusseldorf__b1a848f9,Germany,Düsseldorf,"Düsseldorf, Germany",ready_for_geocoding_with_local_hints,medium,1,Fortuna Düsseldorf,Merkur Spiel-Arena,"Merkur Spiel-Arena, Düsseldorf, Germany","Fortuna Düsseldorf, Düsseldorf, Germany",1,51.26153900,6.73308300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q155351,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__frankfurt__2bebe28f,Germany,Frankfurt,"Frankfurt, Germany",ready_for_geocoding_with_local_hints,medium,1,Eintracht Frankfurt,Waldstadion,"Waldstadion, Frankfurt, Germany","Eintracht Frankfurt, Frankfurt, Germany",1,50.06861100,8.64527800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q157273,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__freiburg-im-breisgau__827c982f,Germany,Freiburg im Breisgau,"Freiburg im Breisgau, Germany",ready_for_geocoding_with_local_hints,medium,1,SC Freiburg,Europa-Park Stadion,"Europa-Park Stadion, Freiburg im Breisgau, Germany","SC Freiburg, Freiburg im Breisgau, Germany",1,48.02153600,7.83000600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q64586775,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__gelsenkirchen-nord__8db04cb4,Germany,Gelsenkirchen-Nord,"Gelsenkirchen-Nord, Germany",ready_for_geocoding_with_local_hints,medium,1,Schalke 04,Arena AufSchalke,"Arena AufSchalke, Gelsenkirchen-Nord, Germany","Schalke 04, Gelsenkirchen-Nord, Germany",1,51.55450278,7.06758889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q150961,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__hamburg__47ca2dd1,Germany,Hamburg,"Hamburg, Germany",ready_for_geocoding_with_local_hints,medium,1,Hamburger SV,Volksparkstadion,"Volksparkstadion, Hamburg, Germany","Hamburger SV, Hamburg, Germany",1,53.58694400,9.89861100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q150933,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__hamburg-mitte__252e3b17,Germany,Hamburg-Mitte,"Hamburg-Mitte, Germany",ready_for_geocoding_with_local_hints,medium,1,St. Pauli,Millerntor-Stadion,"Millerntor-Stadion, Hamburg-Mitte, Germany","St. Pauli, Hamburg-Mitte, Germany",1,53.55444400,9.96777800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q339572,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
