raw_club_id,raw_club_name,raw_club_name_ascii,canonical_club_id,canonical_club_name,alias_rule,merge_confidence,player_count_for_raw_club_id,teams_using_raw_club_id,normalization_notes,final_player_count_for_canonical_club_id,final_teams_using_canonical_club_id
c_machida_zelvia_de40ad9f,Machida Zelvia,Machida Zelvia,c_machida_zelvia_de40ad9f,Machida Zelvia,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_mainz_0f856462,Mainz,Mainz,c_mainz_0f856462,Mainz,unchanged,not_applicable,3,South Korea:1; Switzerland:1; Japan:1,No normalization merge applied.,3,Japan:1; South Korea:1; Switzerland:1
c_mainz_05_a2ff4aed,Mainz 05,Mainz 05,c_mainz_05_a2ff4aed,Mainz 05,unchanged,not_applicable,2,Austria:2,No normalization merge applied.,2,Austria:2
c_malavan_5031d9ab,Malavan,Malavan,c_malavan_5031d9ab,Malavan,unchanged,not_applicable,1,Iran:1,No normalization merge applied.,1,Iran:1
c_mallorca_283c2cf0,Mallorca,Mallorca,c_mallorca_283c2cf0,Mallorca,unchanged,not_applicable,2,Portugal:1; Colombia:1,No normalization merge applied.,2,Colombia:1; Portugal:1
c_malmo_81e0c3a3,Malmo,Malmo,c_malmo_81e0c3a3,Malmo,unchanged,not_applicable,1,Sweden:1,No normalization merge applied.,1,Sweden:1
c_mamelodi_sundowns_5ad1de31,Mamelodi Sundowns,Mamelodi Sundowns,c_mamelodi_sundowns_5ad1de31,Mamelodi Sundowns,unchanged,not_applicable,9,South Africa:9,No normalization merge applied.,9,South Africa:9
c_man_united_e54449db,Man United,Man United,c_man_united_e54449db,Man United,unchanged,not_applicable,1,Türkiye:1,No normalization merge applied.,1,Türkiye:1
c_manchester_city_446c8158,Manchester City,Manchester City,c_manchester_city_446c8158,Manchester City,unchanged,not_applicable,19,England:4; Portugal:3; Netherlands:2; Croatia:2; Belgium:1; Egypt:1; Spain:1; France:1; Norway:1; Algeria:1; Uzbekistan:1; Ghana:1,No normalization merge applied.,19,Algeria:1; Belgium:1; Croatia:2; Egypt:1; England:4; France:1; Ghana:1; Netherlands:2; Norway:1; Portugal:3; Spain:1; Uzbekistan:1
c_manchester_united_f05b841f,Manchester United,Manchester United,c_manchester_united_f05b841f,Manchester United,unchanged,not_applicable,11,Brazil:2; Portugal:2; England:2; Morocco:1; Ivory Coast:1; Belgium:1; Uruguay:1; Argentina:1,No normalization merge applied.,11,Argentina:1; Belgium:1; Brazil:2; England:2; Ivory Coast:1; Morocco:1; Portugal:2; Uruguay:1
c_marathon_947eb4c4,Marathón,Marathon,c_marathon_947eb4c4,Marathón,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_maribor_c1138f0c,Maribor,Maribor,c_nk_maribor_feb9d4ad,NK Maribor,auto_merge_curated_alias,high,1,Tunisia:1,Collapsed source variant to canonical club 'NK Maribor'.,2,Ivory Coast:1; Tunisia:1
c_marseille_8a6a0f84,Marseille,Marseille,c_marseille_8a6a0f84,Marseille,unchanged,not_applicable,7,Argentina:3; Morocco:1; United States:1; Netherlands:1; Algeria:1,No normalization merge applied.,7,Algeria:1; Argentina:3; Morocco:1; Netherlands:1; United States:1
c_mazatlan_b76304f0,Mazatlán,Mazatlan,c_mazatlan_b76304f0,Mazatlán,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_melbourne_city_04bdf721,Melbourne City,Melbourne City,c_melbourne_city_04bdf721,Melbourne City,unchanged,not_applicable,3,Australia:3,No normalization merge applied.,3,Australia:3
c_melbourne_victory_7173b295,Melbourne Victory,Melbourne Victory,c_melbourne_victory_7173b295,Melbourne Victory,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_miami_fc_86451741,Miami FC,Miami FC,c_miami_fc_86451741,Miami FC,unchanged,not_applicable,2,Curacao:2,No normalization merge applied.,2,Curacao:2
c_middlesbrough_8a024275,Middlesbrough,Middlesbrough,c_middlesbrough_8a024275,Middlesbrough,unchanged,not_applicable,2,Canada:1; Curacao:1,No normalization merge applied.,2,Canada:1; Curacao:1
c_midtjylland_dbf5237c,Midtjylland,Midtjylland,c_fc_midtjylland_2f4e39b9,FC Midtjylland,auto_merge_curated_alias,high,3,South Korea:2; Croatia:1,Collapsed source variant to canonical club 'FC Midtjylland'.,4,Croatia:1; Ecuador:1; South Korea:2
c_millwall_9ef52a13,Millwall,Millwall,c_millwall_9ef52a13,Millwall,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_minnesota_united_ec79d898,Minnesota United,Minnesota United,c_minnesota_united_ec79d898,Minnesota United,unchanged,not_applicable,3,New Zealand:1; Colombia:1; Panama:1,No normalization merge applied.,3,Colombia:1; New Zealand:1; Panama:1
c_mjallby_ba532087,Mjallby,Mjallby,c_mjallby_ba532087,Mjallby,unchanged,not_applicable,1,Sweden:1,No normalization merge applied.,1,Sweden:1
c_molde_c258d39b,Molde,Molde,c_molde_c258d39b,Molde,unchanged,not_applicable,1,South Africa:1,No normalization merge applied.,1,South Africa:1
c_monaco_2c8eb35b,Monaco,Monaco,c_as_monaco_6b2106c8,AS Monaco,auto_merge_curated_alias,high,1,Switzerland:1,Collapsed source variant to canonical club 'AS Monaco'.,6,France:1; Ivory Coast:1; Senegal:2; Switzerland:1; United States:1
c_montana_45e96443,Montana,Montana,c_montana_45e96443,Montana,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_monterrey_f10cf911,Monterrey,Monterrey,c_monterrey_f10cf911,Monterrey,unchanged,not_applicable,1,Uruguay:1,No normalization merge applied.,1,Uruguay:1
c_montpellier_12bea8d1,Montpellier,Montpellier,c_montpellier_12bea8d1,Montpellier,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.,1,Congo DR:1
c_motherwell_8b7b9d25,Motherwell,Motherwell,c_motherwell_8b7b9d25,Motherwell,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_nacional_2b4d3a11,Nacional,Nacional,c_nacional_2b4d3a11,Club Nacional de Football,manual_canonical_rename,manual_verified,1,Panama:1,Canonical name manually changed to 'Club Nacional de Football'. No normalization merge applied.,1,Panama:1
c_nancy_c55a4912,Nancy,Nancy,c_nancy_c55a4912,Nancy,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.,1,Haiti:1
c_nantes_f85b493e,Nantes,Nantes,c_nantes_f85b493e,Nantes,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.,1,Colombia:1
c_napoli_48cfbfde,Napoli,Napoli,c_napoli_48cfbfde,Napoli,unchanged,not_applicable,5,Scotland:2; Belgium:2; Uruguay:1,No normalization merge applied.,5,Belgium:2; Scotland:2; Uruguay:1
c_nasaf_92f9d239,Nasaf,Nasaf,c_nasaf_92f9d239,Nasaf,unchanged,not_applicable,3,Uzbekistan:3,No normalization merge applied.,3,Uzbekistan:3
c_navbahor_c6d5cb2a,Navbahor,Navbahor,c_navbahor_c6d5cb2a,Navbahor,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.,1,Uzbekistan:1
c_nec_nijmegen_5eeb954a,NEC Nijmegen,NEC Nijmegen,c_nec_nijmegen_5eeb954a,NEC Nijmegen,unchanged,not_applicable,2,Curacao:1; Japan:1,No normalization merge applied.,2,Curacao:1; Japan:1
c_neftchi_0cda2dd5,Neftchi,Neftchi,c_neftchi_0cda2dd5,Neftchi,unchanged,not_applicable,2,Uzbekistan:2,No normalization merge applied.,2,Uzbekistan:2
c_neom_dd0f566d,Neom,Neom,c_neom_dd0f566d,Neom,unchanged,not_applicable,1,Saudi Arabia:1,No normalization merge applied.,1,Saudi Arabia:1
c_new_england_revolution_d4ef9fc5,New England Revolution,New England Revolution,c_new_england_revolution_d4ef9fc5,New England Revolution,unchanged,not_applicable,1,United States:1,No normalization merge applied.,1,United States:1
c_new_york_city_fc_d53241ec,New York City FC,New York City FC,c_new_york_city_fc_d53241ec,New York City FC,unchanged,not_applicable,3,Australia:2; United States:1,No normalization merge applied.,3,Australia:2; United States:1
c_newcastle_12703e8b,Newcastle,Newcastle,c_newcastle_united_492af7e1,Newcastle United,auto_merge_curated_alias,high,2,Germany:2,Collapsed source variant to canonical club 'Newcastle United'.,8,Brazil:1; Congo DR:1; England:3; Germany:2; Sweden:1
c_newcastle_jets_131175aa,Newcastle Jets,Newcastle Jets,c_newcastle_jets_131175aa,Newcastle Jets,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_newcastle_united_492af7e1,Newcastle United,Newcastle United,c_newcastle_united_492af7e1,Newcastle United,auto_merge_curated_alias,high,6,England:3; Brazil:1; Sweden:1; Congo DR:1,Collapsed source variant to canonical club 'Newcastle United'.,8,Brazil:1; Congo DR:1; England:3; Germany:2; Sweden:1
c_nice_a83a802d,Nice,Nice,c_nice_a83a802d,Nice,unchanged,not_applicable,8,Senegal:2; Canada:1; Ivory Coast:1; Tunisia:1; Egypt:1; Algeria:1; Ghana:1,No normalization merge applied.,8,Algeria:1; Canada:1; Egypt:1; Ghana:1; Ivory Coast:1; Senegal:2; Tunisia:1
c_nk_maribor_feb9d4ad,NK Maribor,NK Maribor,c_nk_maribor_feb9d4ad,NK Maribor,auto_merge_curated_alias,high,1,Ivory Coast:1,Collapsed source variant to canonical club 'NK Maribor'.,2,Ivory Coast:1; Tunisia:1
c_nordsjaelland_485bda61,Nordsjaelland,Nordsjaelland,c_nordsjaelland_485bda61,Nordsjaelland,unchanged,not_applicable,1,Egypt:1,No normalization merge applied.,1,Egypt:1
c_norwich_0fd7ee1d,Norwich,Norwich,c_norwich_city_9bfbedcc,Norwich City,auto_merge_curated_alias,high,1,Scotland:1,Collapsed source variant to canonical club 'Norwich City'.,5,Australia:1; Canada:1; Panama:1; Scotland:1; Tunisia:1
c_norwich_city_9bfbedcc,Norwich City,Norwich City,c_norwich_city_9bfbedcc,Norwich City,auto_merge_curated_alias,high,4,Canada:1; Australia:1; Tunisia:1; Panama:1,Collapsed source variant to canonical club 'Norwich City'.,5,Australia:1; Canada:1; Panama:1; Scotland:1; Tunisia:1
c_nottingham_forest_a950aa00,Nottingham Forest,Nottingham Forest,c_nottingham_forest_a950aa00,Nottingham Forest,unchanged,not_applicable,6,New Zealand:2; Switzerland:1; Scotland:1; Ivory Coast:1; England:1,No normalization merge applied.,6,England:1; Ivory Coast:1; New Zealand:2; Scotland:1; Switzerland:1
c_olimpia_aed7596a,Olimpia,Olimpia,c_olimpia_aed7596a,Olimpia,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_olympiacos_41b104a8,Olympiacos,Olympiacos,c_olympiacos_41b104a8,Olympiacos,unchanged,not_applicable,2,Morocco:1; Iran:1,No normalization merge applied.,2,Iran:1; Morocco:1
c_omonia_6a13a5a4,Omonia,Omonia,c_omonia_6a13a5a4,Omonia,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_orlando_city_33cea553,Orlando City,Orlando City,c_orlando_city_33cea553,Orlando City,unchanged,not_applicable,3,Canada:1; Paraguay:1; Croatia:1,No normalization merge applied.,3,Canada:1; Croatia:1; Paraguay:1
c_orlando_pirates_1c8e17d1,Orlando Pirates,Orlando Pirates,c_orlando_pirates_1c8e17d1,Orlando Pirates,unchanged,not_applicable,8,South Africa:8,No normalization merge applied.,8,South Africa:8
c_osasuna_f20766a6,Osasuna,Osasuna,c_osasuna_f20766a6,Osasuna,unchanged,not_applicable,2,Spain:1; Croatia:1,No normalization merge applied.,2,Croatia:1; Spain:1
c_pachuca_a4c33119,Pachuca,Pachuca,c_pachuca_a4c33119,Pachuca,unchanged,not_applicable,1,Ecuador:1,No normalization merge applied.,1,Ecuador:1
c_pafos_0aaaf55f,Pafos,Pafos,c_pafos_0aaaf55f,Pafos,unchanged,not_applicable,3,Bosnia-Herzegovina:1; Sweden:1; Ghana:1,No normalization merge applied.,3,Bosnia-Herzegovina:1; Ghana:1; Sweden:1
c_pakhtakor_52dbbda0,Pakhtakor,Pakhtakor,c_pakhtakor_52dbbda0,Pakhtakor,unchanged,not_applicable,4,Uzbekistan:3; Iraq:1,No normalization merge applied.,4,Iraq:1; Uzbekistan:3
c_palmeiras_a7b8813c,Palmeiras,Palmeiras,c_palmeiras_a7b8813c,Palmeiras,unchanged,not_applicable,7,Paraguay:3; Uruguay:2; Argentina:1; Colombia:1,No normalization merge applied.,7,Argentina:1; Colombia:1; Paraguay:3; Uruguay:2
c_panathinaikos_36cb748c,Panathinaikos,Panathinaikos,c_panathinaikos_36cb748c,Panathinaikos,unchanged,not_applicable,2,Ivory Coast:1; Uruguay:1,No normalization merge applied.,2,Ivory Coast:1; Uruguay:1
c_paok_d88141c2,PAOK,PAOK,c_paok_d88141c2,PAOK,auto_merge_curated_alias,high,1,Mexico:1,Collapsed source variant to canonical club 'PAOK'.,2,Ghana:1; Mexico:1
c_paok_salonika_f8af5c0c,PAOK Salonika,PAOK Salonika,c_paok_d88141c2,PAOK,auto_merge_curated_alias,high,1,Ghana:1,Collapsed source variant to canonical club 'PAOK'.,2,Ghana:1; Mexico:1
c_pari_nizhny_novgorod_1b7306d2,Pari Nizhny Novgorod,Pari Nizhny Novgorod,c_pari_nizhny_novgorod_1b7306d2,Pari Nizhny Novgorod,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_paris_fc_4acde809,Paris FC,Paris FC,c_paris_fc_4acde809,Paris FC,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_paris_saint_germain_e38062ac,Paris Saint-Germain,Paris Saint-Germain,c_paris_saint_germain_e38062ac,Paris Saint-Germain,auto_merge_curated_alias,high,11,France:5; South Korea:1; Brazil:1; Morocco:1; Ecuador:1; Tunisia:1; Portugal:1,Collapsed source variant to canonical club 'Paris Saint-Germain'.,12,Brazil:1; Ecuador:1; France:5; Morocco:1; Portugal:1; Senegal:1; South Korea:1; Tunisia:1
c_paris_saint_germian_5c4474af,Paris Saint-Germian,Paris Saint-Germian,c_paris_saint_germain_e38062ac,Paris Saint-Germain,auto_merge_curated_alias,high,1,Senegal:1,Collapsed source variant to canonical club 'Paris Saint-Germain'.,12,Brazil:1; Ecuador:1; France:5; Morocco:1; Portugal:1; Senegal:1; South Korea:1; Tunisia:1
c_parma_9553b2a1,Parma,Parma,c_parma_9553b2a1,Parma,unchanged,not_applicable,2,Australia:1; Japan:1,No normalization merge applied.,2,Australia:1; Japan:1
c_pec_zwolle_79d3df3c,PEC Zwolle,PEC Zwolle,c_pec_zwolle_79d3df3c,PEC Zwolle,unchanged,not_applicable,3,Curacao:1; New Zealand:1; Cape Verde:1,No normalization merge applied.,3,Cape Verde:1; Curacao:1; New Zealand:1
c_persepolis_5a29c9d4,Persepolis,Persepolis,c_persepolis_5a29c9d4,Persepolis,unchanged,not_applicable,7,Iran:5; Uzbekistan:2,No normalization merge applied.,7,Iran:5; Uzbekistan:2
c_peterborough_united_fc1a3742,Peterborough United,Peterborough United,c_peterborough_united_fc1a3742,Peterborough United,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_philadelphia_union_e87259be,Philadelphia Union,Philadelphia Union,c_philadelphia_union_e87259be,Philadelphia Union,unchanged,not_applicable,2,South Africa:1; Haiti:1,No normalization merge applied.,2,Haiti:1; South Africa:1
c_pisa_758b9ea7,Pisa,Pisa,c_pisa_758b9ea7,Pisa,unchanged,not_applicable,1,Switzerland:1,No normalization merge applied.,1,Switzerland:1
c_plaza_amador_6faeaf34,Plaza Amador,Plaza Amador,c_plaza_amador_6faeaf34,Plaza Amador,unchanged,not_applicable,2,Panama:2,No normalization merge applied.,2,Panama:2
c_pogon_szczecin_1d372b0b,Pogoń Szczecin,Pogon Szczecin,c_pogon_szczecin_1d372b0b,Pogoń Szczecin,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.,1,Iraq:1
c_polokwane_city_006c1372,Polokwane City,Polokwane City,c_polokwane_city_006c1372,Polokwane City,unchanged,not_applicable,1,South Africa:1,No normalization merge applied.,1,South Africa:1
c_port_fc_fe67c888,Port FC,Port FC,c_port_fc_fe67c888,Port FC,unchanged,not_applicable,2,Iraq:2,No normalization merge applied.,2,Iraq:2
c_port_vale_8b7668ca,Port Vale,Port Vale,c_port_vale_8b7668ca,Port Vale,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_portland_timbers_8e92581e,Portland Timbers,Portland Timbers,c_portland_timbers_8e92581e,Portland Timbers,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_porto_09de765a,Porto,Porto,c_porto_09de765a,Porto,unchanged,not_applicable,3,Türkiye:1; Ivory Coast:1; Portugal:1,No normalization merge applied.,3,Ivory Coast:1; Portugal:1; Türkiye:1
c_portsmouth_0f979b99,Portsmouth,Portsmouth,c_portsmouth_0f979b99,Portsmouth,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_psg_7fc479b7,PSG,PSG,c_psg_7fc479b7,PSG,unchanged,not_applicable,4,Portugal:3; Spain:1,No normalization merge applied.,4,Portugal:3; Spain:1
c_psv_cba0ce05,PSV,PSV,c_psv_eindhoven_143e5a85,PSV Eindhoven,auto_merge_curated_alias,high,1,Netherlands:1,Collapsed source variant to canonical club 'PSV Eindhoven'.,9,Austria:1; Bosnia-Herzegovina:1; Croatia:1; Curacao:1; Morocco:2; Netherlands:1; United States:2
c_psv_eindhoven_143e5a85,PSV Eindhoven,PSV Eindhoven,c_psv_eindhoven_143e5a85,PSV Eindhoven,auto_merge_curated_alias,high,8,Morocco:2; United States:2; Bosnia-Herzegovina:1; Curacao:1; Austria:1; Croatia:1,Collapsed source variant to canonical club 'PSV Eindhoven'.,9,Austria:1; Bosnia-Herzegovina:1; Croatia:1; Curacao:1; Morocco:2; Netherlands:1; United States:2
c_puerto_cabello_c8843033,Puerto Cabello,Puerto Cabello,c_puerto_cabello_c8843033,Puerto Cabello,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_pumas_1ebc527b,Pumas,Pumas,c_pumas_unam_e7fbb47a,Pumas UNAM,auto_merge_curated_alias,high,1,Mexico:1,Collapsed source variant to canonical club 'Pumas UNAM'.,3,Ecuador:1; Mexico:1; Panama:1
c_pumas_unam_e7fbb47a,Pumas UNAM,Pumas UNAM,c_pumas_unam_e7fbb47a,Pumas UNAM,auto_merge_curated_alias,high,2,Ecuador:1; Panama:1,Collapsed source variant to canonical club 'Pumas UNAM'.,3,Ecuador:1; Mexico:1; Panama:1
c_puskas_akademia_2653805d,Puskas Akademia,Puskas Akademia,c_puskas_akademia_2653805d,Puskas Akademia,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_pyramids_7d59fa3f,Pyramids,Pyramids,c_pyramids_fc_7ade8ddc,Pyramids FC,auto_merge_curated_alias,high,4,Egypt:3; Jordan:1,Collapsed source variant to canonical club 'Pyramids FC'.,5,Congo DR:1; Egypt:3; Jordan:1
c_pyramids_fc_7ade8ddc,Pyramids FC,Pyramids FC,c_pyramids_fc_7ade8ddc,Pyramids FC,auto_merge_curated_alias,high,1,Congo DR:1,Collapsed source variant to canonical club 'Pyramids FC'.,5,Congo DR:1; Egypt:3; Jordan:1
c_qatar_sc_fd8bd006,Qatar SC,Qatar SC,c_qatar_sc_fd8bd006,Qatar SC,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.,1,Jordan:1
c_racing_genk_584dd89f,Racing Genk,Racing Genk,c_racing_genk_584dd89f,Racing Genk,unchanged,not_applicable,2,Morocco:1; Ecuador:1,No normalization merge applied.,2,Ecuador:1; Morocco:1
c_racing_santander_99beb36e,Racing Santander,Racing Santander,c_racing_santander_99beb36e,Racing Santander,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.,1,Colombia:1
c_raja_casablanca_f3222cae,Raja Casablanca,Raja Casablanca,c_raja_casablanca_f3222cae,Raja Casablanca,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.,1,Jordan:1
c_randers_fc_3128e118,Randers FC,Randers FC,c_randers_fc_3128e118,Randers FC,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_rangers_8ee581e0,Rangers,Rangers,c_rangers_8ee581e0,Rangers F.C.,manual_canonical_rename,manual_verified,5,Scotland:2; Canada:1; Belgium:1; Norway:1,Canonical name manually changed to 'Rangers F.C.'. No normalization merge applied.,6,Belgium:1; Canada:1; Norway:1; Scotland:3
c_rayo_vallecano_bb03fdc6,Rayo Vallecano,Rayo Vallecano,c_rayo_vallecano_bb03fdc6,Rayo Vallecano,unchanged,not_applicable,2,Senegal:1; Ghana:1,No normalization merge applied.,2,Ghana:1; Senegal:1
c_rb_leipzig_e10cc5a3,RB Leipzig,RB Leipzig,c_rb_leipzig_e10cc5a3,RB Leipzig,unchanged,not_applicable,6,Austria:3; Germany:1; Ivory Coast:1; Norway:1,No normalization merge applied.,6,Austria:3; Germany:1; Ivory Coast:1; Norway:1
c_rb_salzburg_64bce3ab,RB Salzburg,RB Salzburg,c_rb_salzburg_64bce3ab,RB Salzburg,unchanged,not_applicable,2,Bosnia-Herzegovina:1; Austria:1,No normalization merge applied.,2,Austria:1; Bosnia-Herzegovina:1
c_real_betis_c81a1b80,Real Betis,Real Betis,c_real_betis_c81a1b80,Real Betis,unchanged,not_applicable,7,Morocco:2; Mexico:1; Switzerland:1; Argentina:1; Congo DR:1; Colombia:1,No normalization merge applied.,7,Argentina:1; Colombia:1; Congo DR:1; Mexico:1; Morocco:2; Switzerland:1
c_real_madrid_abbd0333,Real Madrid,Real Madrid,c_real_madrid_abbd0333,Real Madrid,unchanged,not_applicable,10,France:2; Brazil:1; Morocco:1; Türkiye:1; Germany:1; Belgium:1; Uruguay:1; Austria:1; England:1,No normalization merge applied.,10,Austria:1; Belgium:1; Brazil:1; England:1; France:2; Germany:1; Morocco:1; Türkiye:1; Uruguay:1
c_real_oviedo_11854497,Real Oviedo,Real Oviedo,c_real_oviedo_11854497,Real Oviedo,unchanged,not_applicable,3,Egypt:1; Uruguay:1; Ghana:1,No normalization merge applied.,3,Egypt:1; Ghana:1; Uruguay:1
c_real_salt_lake_59b0db81,Real Salt Lake,Real Salt Lake,c_real_salt_lake_59b0db81,Real Salt Lake,unchanged,not_applicable,1,Uruguay:1,No normalization merge applied.,1,Uruguay:1
c_real_sociedad_495967fa,Real Sociedad,Real Sociedad,c_real_sociedad_495967fa,Real Sociedad,unchanged,not_applicable,5,Croatia:2; Japan:1; Spain:1; Portugal:1,No normalization merge applied.,5,Croatia:2; Japan:1; Portugal:1; Spain:1
c_red_bull_bragantino_35c794b1,Red Bull Bragantino,Red Bull Bragantino,c_red_bull_bragantino_35c794b1,Red Bull Bragantino,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_red_star_belgrade_ff44e45e,Red Star Belgrade,Red Star Belgrade,c_red_star_belgrade_ff44e45e,Red Star Belgrade,unchanged,not_applicable,2,South Korea:1; Austria:1,No normalization merge applied.,2,Austria:1; South Korea:1
c_reims_580a1e88,Reims,Reims,c_reims_580a1e88,Reims,unchanged,not_applicable,1,Japan:1,No normalization merge applied.,1,Japan:1
c_rennes_2c434c1a,Rennes,Rennes,c_rennes_2c434c1a,Rennes,unchanged,not_applicable,3,Switzerland:1; France:1; Jordan:1,No normalization merge applied.,3,France:1; Jordan:1; Switzerland:1
c_rijeka_f02178d7,Rijeka,Rijeka,c_rijeka_f02178d7,Rijeka,unchanged,not_applicable,3,Bosnia-Herzegovina:2; Croatia:1,No normalization merge applied.,3,Bosnia-Herzegovina:2; Croatia:1
c_river_plate_6e5bb3c0,River Plate,River Plate,c_river_plate_6e5bb3c0,River Plate,unchanged,not_applicable,5,Colombia:2; Ecuador:1; Uruguay:1; Argentina:1,No normalization merge applied.,5,Argentina:1; Colombia:2; Ecuador:1; Uruguay:1
c_rizespor_d9c5d82e,Rizespor,Rizespor,c_caykur_rizespor_5d094b3b,Çaykur Rizespor,auto_merge_curated_alias,high,1,Ivory Coast:1,Collapsed source variant to canonical club 'Çaykur Rizespor'.,3,Haiti:1; Ivory Coast:1; Türkiye:1
c_rkc_waalwijk_6a7da517,RKC Waalwijk,RKC Waalwijk,c_rkc_waalwijk_6a7da517,RKC Waalwijk,unchanged,not_applicable,2,Curacao:2,No normalization merge applied.,2,Curacao:2
c_roma_3090f438,Roma,Roma,c_as_roma_2ecbf69f,AS Roma,auto_merge_curated_alias,high,1,Netherlands:1,Collapsed source variant to canonical club 'AS Roma'.,6,Brazil:1; France:1; Ivory Coast:1; Morocco:1; Netherlands:1; Türkiye:1
c_rosario_central_d0d1a866,Rosario Central,Rosario Central,c_rosario_central_d0d1a866,Rosario Central,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.,1,Colombia:1
c_rostovv_302a24f4,Rostovv,Rostovv,c_rostovv_302a24f4,Rostovv,unchanged,not_applicable,1,Iran:1,No normalization merge applied.,1,Iran:1
c_rotherham_united_58431265,Rotherham United,Rotherham United,c_rotherham_united_58431265,Rotherham United,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.,1,Curacao:1
c_royale_union_saint_gilloise_0606b5f0,Royale-Union Saint Gilloise,Royale-Union Saint Gilloise,c_union_st_gilloise_b8dea71a,Union St.-Gilloise,auto_merge_curated_alias,high,1,Canada:1,Collapsed source variant to canonical club 'Union St.-Gilloise'.,3,Canada:1; Ecuador:1; Sweden:1
c_rs_berkane_416671b0,RS Berkane,RS Berkane,c_rs_berkane_416671b0,RS Berkane,unchanged,not_applicable,1,Morocco:1,No normalization merge applied.,1,Morocco:1
c_sabah_53be0096,Sabah,Sabah,c_sabah_53be0096,Sabah,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.,1,Uzbekistan:1
c_saint_etienne_d88dbceb,Saint-Étienne,Saint-Etienne,c_saint_etienne_d88dbceb,Saint-Étienne,unchanged,not_applicable,2,New Zealand:1; Ghana:1,No normalization merge applied.,2,Ghana:1; New Zealand:1
c_sampdoria_044fe5ce,Sampdoria,Sampdoria,c_sampdoria_044fe5ce,Sampdoria,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.,1,Bosnia-Herzegovina:1
c_samsunspor_f4b482dc,Samsunspor,Samsunspor,c_samsunspor_f4b482dc,Samsunspor,unchanged,not_applicable,1,Senegal:1,No normalization merge applied.,1,Senegal:1
c_san_diego_fc_ee29e222,San Diego FC,San Diego FC,c_san_diego_fc_ee29e222,San Diego FC,unchanged,not_applicable,2,Cape Verde:1; Panama:1,No normalization merge applied.,2,Cape Verde:1; Panama:1
c_san_lorenzo_e834d80a,San Lorenzo,San Lorenzo,c_san_lorenzo_e834d80a,San Lorenzo,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,Sanfrecce Hiroshima,c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,unchanged,not_applicable,1,Japan:1,No normalization merge applied.,1,Japan:1
c_santos_6c3780f0,Santos,Santos,c_santos_6c3780f0,Santos FC,manual_canonical_rename,manual_verified,1,Brazil:1,Canonical name manually changed to 'Santos FC'. No normalization merge applied.,1,Brazil:1
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,c_santos_laguna_ed9ddc90,Santos Laguna,unchanged,not_applicable,1,Mexico:1,No normalization merge applied.,1,Mexico:1
c_sao_paulo_512a018c,São Paulo,Sao Paulo,c_sao_paulo_512a018c,São Paulo,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
