squad_entry_id,tournament,team,team_code,player_id,display_name_at_source,position_group,shirt_number,squad_status,is_replacement,replaced_player_id,replacement_reason,official_roster_source_url,verified_at
se_wc2026_jpn_1891fd8f,FIFA World Cup 2026,Japan,JPN,p_jpn_shuto_machino_90ff7b38,Shūto Machino,forward,6,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_jor_4b559b60,FIFA World Cup 2026,Jordan,JOR,p_jor_mohammad_taha_fd5d6fec,Mohammad Taha,midfielder,18,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_mar_122f549c,FIFA World Cup 2026,Morocco,MAR,p_mar_marwane_saadane_3a0c3536,Marwane Saâdane,defender,5,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_mar_07768402,FIFA World Cup 2026,Morocco,MAR,p_mar_amine_sbai_ca384cd5,Amine Sbaï,forward,17,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_ned_76e1957d,FIFA World Cup 2026,Netherlands,NED,p_ned_lutsharel_geertruida_b091abd8,Lutsharel Geertruida,defender,2,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_nzl_88634c59,FIFA World Cup 2026,New Zealand,NZL,p_nzl_logan_rogerson_3ff8968e,Logan Rogerson,forward,7,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_ksa_c0394fdf,FIFA World Cup 2026,Saudi Arabia,KSA,p_ksa_sultan_mandash_37fed0c4,Sultan Mandash,forward,20,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_sco_451c6661,FIFA World Cup 2026,Scotland,SCO,p_sco_tyler_fletcher_57f94bad,Tyler Fletcher,midfielder,8,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_kor_0805a645,FIFA World Cup 2026,South Korea,KOR,p_kor_cho_wi_je_f44a7c6c,Cho Wi-je,defender,14,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_swe_4381f10a,FIFA World Cup 2026,Sweden,SWE,p_swe_herman_johansson_91025fe3,Herman Johansson,defender,6,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_uzb_4367ec4b,FIFA World Cup 2026,Uzbekistan,UZB,p_uzb_odiljon_hamrobekov_d3563873,Odiljon Hamrobekov,midfielder,9,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
se_wc2026_uzb_caf9f1fa,FIFA World Cup 2026,Uzbekistan,UZB,p_uzb_ruslanbek_jiyanov_92e8c31a,Ruslanbek Jiyanov,midfielder,10,active,TRUE,,joined final squad after ESPN snapshot; see wikipedia_squad_notes.csv for team announcement details,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-07-12
